ModelName	ModelRevision	Task	Accuracy	Accuracy_SE
EleutherAI/pythia-70m	step128000	isp_hindsight_neglect	0.5523809523809521	0.028061365638353004
EleutherAI/pythia-70m	step128000	isp_into_the_unknown	0.49342105263157804	0.011709519441788
EleutherAI/pythia-70m	step128000	isp_memo_trap	0.8621794871794871	0.011273271548575001
EleutherAI/pythia-70m	step128000	isp_modus_tollens	0.7702265372168281	0.011970869452653
EleutherAI/pythia-70m	step128000	isp_neqa	0.45666666666666605	0.028806947219396
EleutherAI/pythia-70m	step128000	isp_pattern_matching_suppression	0.255602240896358	0.011547098500218001
EleutherAI/pythia-70m	step128000	isp_redefine	0.48633440514469406	0.014176602808503
EleutherAI/pythia-70m	step128000	isp_repetitive_algebra	0.668	0.014899597242811001
EleutherAI/pythia-70m	step128000	isp_resisting_correction	0.63235294117647	0.005626762123096001
EleutherAI/pythia-70m	step128000	isp_sig_figs	0.38952959754988703	0.0033734242122920003
EleutherAI/pythia-70m	step128000	truthfulqa_mc1	0.23867809057527503	0.014922629695456002
EleutherAI/pythia-70m	step128000	truthfulqa_mc2	0.468535158016526	0.015563402289580001
EleutherAI/pythia-410m	step4000	isp_hindsight_neglect	0.47619047619047605	0.028184622595998004
EleutherAI/pythia-410m	step4000	isp_into_the_unknown	0.482456140350877	0.011703322288963001
EleutherAI/pythia-410m	step4000	isp_memo_trap	0.8782051282051281	0.010695637623368
EleutherAI/pythia-410m	step4000	isp_modus_tollens	0.9983818770226531	0.0011437224031760002
EleutherAI/pythia-410m	step4000	isp_neqa	0.46	0.028823067684915
EleutherAI/pythia-410m	step4000	isp_pattern_matching_suppression	0.30532212885154003	0.012191548949659
EleutherAI/pythia-410m	step4000	isp_redefine	0.6414790996784561	0.013602318207674002
EleutherAI/pythia-410m	step4000	isp_repetitive_algebra	0.23800000000000002	0.013473586661967001
EleutherAI/pythia-410m	step4000	isp_resisting_correction	0.646922657952069	0.005577304311235
EleutherAI/pythia-410m	step4000	isp_sig_figs	0.38900320620184703	0.0033725972089310003
EleutherAI/pythia-410m	step4000	truthfulqa_mc1	0.24969400244798	0.015152286907148002
EleutherAI/pythia-410m	step4000	truthfulqa_mc2	0.45340196926043	0.015391411601583001
EleutherAI/pythia-70m	step16000	isp_hindsight_neglect	0.539682539682539	0.028127626334238
EleutherAI/pythia-70m	step16000	isp_into_the_unknown	0.48903508771929804	0.011707716972024001
EleutherAI/pythia-70m	step16000	isp_memo_trap	0.8931623931623931	0.010102328455208
EleutherAI/pythia-70m	step16000	isp_modus_tollens	1.0	0.0
EleutherAI/pythia-70m	step16000	isp_neqa	0.45666666666666605	0.028806947219396
EleutherAI/pythia-70m	step16000	isp_pattern_matching_suppression	0.43067226890756305	0.013108187251539002
EleutherAI/pythia-70m	step16000	isp_redefine	0.5241157556270091	0.014165395563863
EleutherAI/pythia-70m	step16000	isp_repetitive_algebra	0.774	0.013232501619085001
EleutherAI/pythia-70m	step16000	isp_resisting_correction	0.65958605664488	0.005529713609747001
EleutherAI/pythia-70m	step16000	isp_sig_figs	0.39043881896923005	0.00337484294067
EleutherAI/pythia-70m	step16000	truthfulqa_mc1	0.268053855569155	0.015506204722834002
EleutherAI/pythia-70m	step16000	truthfulqa_mc2	0.47449359611516	0.015632934169912002
EleutherAI/pythia-1.4b	step8000	isp_hindsight_neglect	0.514285714285714	0.028205113054972003
EleutherAI/pythia-1.4b	step8000	isp_into_the_unknown	0.48629385964912203	0.011706132540922001
EleutherAI/pythia-1.4b	step8000	isp_memo_trap	0.8782051282051281	0.010695637623368
EleutherAI/pythia-1.4b	step8000	isp_modus_tollens	0.826051779935275	0.010786490155717001
EleutherAI/pythia-1.4b	step8000	isp_neqa	0.45666666666666605	0.028806947219396
EleutherAI/pythia-1.4b	step8000	isp_pattern_matching_suppression	0.47268907563025203	0.013216278462755
EleutherAI/pythia-1.4b	step8000	isp_redefine	0.6840836012861731	0.013185758295686
EleutherAI/pythia-1.4b	step8000	isp_repetitive_algebra	0.6880000000000001	0.014658474370509001
EleutherAI/pythia-1.4b	step8000	isp_resisting_correction	0.834014161220043	0.004341956488805
EleutherAI/pythia-1.4b	step8000	isp_sig_figs	0.386179834425994	0.0033680908087880003
EleutherAI/pythia-1.4b	step8000	truthfulqa_mc1	0.25458996328029304	0.015250117079156002
EleutherAI/pythia-1.4b	step8000	truthfulqa_mc2	0.44288019191389305	0.014892818666013
EleutherAI/pythia-1b	step128000	isp_hindsight_neglect	0.5460317460317461	0.028096800277810002
EleutherAI/pythia-1b	step128000	isp_into_the_unknown	0.487390350877192	0.011706808591087001
EleutherAI/pythia-1b	step128000	isp_memo_trap	0.7884615384615381	0.013356083387462001
EleutherAI/pythia-1b	step128000	isp_modus_tollens	0.119741100323624	0.009238327539235001
EleutherAI/pythia-1b	step128000	isp_neqa	0.45666666666666605	0.028806947219396
EleutherAI/pythia-1b	step128000	isp_pattern_matching_suppression	0.33053221288515405	0.012452591783947002
EleutherAI/pythia-1b	step128000	isp_redefine	0.7017684887459801	0.012975919182844001
EleutherAI/pythia-1b	step128000	isp_repetitive_algebra	0.303	0.014539683710535002
EleutherAI/pythia-1b	step128000	isp_resisting_correction	0.890659041394335	0.0036417523983220002
EleutherAI/pythia-1b	step128000	isp_sig_figs	0.36799540603914405	0.003336182011251
EleutherAI/pythia-1b	step128000	truthfulqa_mc1	0.24235006119951003	0.015000674373570002
EleutherAI/pythia-1b	step128000	truthfulqa_mc2	0.41094156915019603	0.014464840806767002
EleutherAI/pythia-1.4b	step2000	isp_hindsight_neglect	0.536507936507936	0.028141315964997003
EleutherAI/pythia-1.4b	step2000	isp_into_the_unknown	0.48903508771929804	0.011707716972024001
EleutherAI/pythia-1.4b	step2000	isp_memo_trap	0.8952991452991451	0.010012750466241001
EleutherAI/pythia-1.4b	step2000	isp_modus_tollens	0.718446601941747	0.012798060395178001
EleutherAI/pythia-1.4b	step2000	isp_neqa	0.46	0.028823067684915
EleutherAI/pythia-1.4b	step2000	isp_pattern_matching_suppression	0.6274509803921561	0.012798811032208
EleutherAI/pythia-1.4b	step2000	isp_redefine	0.55225080385852	0.014104250784140002
EleutherAI/pythia-1.4b	step2000	isp_repetitive_algebra	0.742	0.013842963108656
EleutherAI/pythia-1.4b	step2000	isp_resisting_correction	0.6706154684095861	0.005484684107854
EleutherAI/pythia-1.4b	step2000	isp_sig_figs	0.391348040388572	0.0033762493552280002
EleutherAI/pythia-1.4b	step2000	truthfulqa_mc1	0.25458996328029304	0.015250117079156002
EleutherAI/pythia-1.4b	step2000	truthfulqa_mc2	0.46767342655124106	0.015522612075661002
EleutherAI/pythia-1.4b	step32000	isp_hindsight_neglect	0.47301587301587306	0.028175510942128
EleutherAI/pythia-1.4b	step32000	isp_into_the_unknown	0.49287280701754305	0.011709343431575
EleutherAI/pythia-1.4b	step32000	isp_memo_trap	0.8247863247863241	0.012432226676704001
EleutherAI/pythia-1.4b	step32000	isp_modus_tollens	0.9943365695792881	0.002135369384951
EleutherAI/pythia-1.4b	step32000	isp_neqa	0.47000000000000003	0.028863651326417
EleutherAI/pythia-1.4b	step32000	isp_pattern_matching_suppression	0.086834733893557	0.0074543442361500005
EleutherAI/pythia-1.4b	step32000	isp_redefine	0.6390675241157551	0.013622310970745
EleutherAI/pythia-1.4b	step32000	isp_repetitive_algebra	0.45	0.015740004693383002
EleutherAI/pythia-1.4b	step32000	isp_resisting_correction	0.898692810457516	0.0035211862982450002
EleutherAI/pythia-1.4b	step32000	isp_sig_figs	0.381538019811456	0.003360422115466
EleutherAI/pythia-1.4b	step32000	truthfulqa_mc1	0.23867809057527503	0.014922629695456002
EleutherAI/pythia-1.4b	step32000	truthfulqa_mc2	0.40499852498855704	0.014585664636256001
EleutherAI/pythia-1.4b	step128000	isp_hindsight_neglect	0.43174603174603104	0.027952495861671003
EleutherAI/pythia-1.4b	step128000	isp_into_the_unknown	0.491228070175438	0.011708730895408002
EleutherAI/pythia-1.4b	step128000	isp_memo_trap	0.767094017094017	0.013823207101837001
EleutherAI/pythia-1.4b	step128000	isp_modus_tollens	0.004045307443365001	0.00180618436724
EleutherAI/pythia-1.4b	step128000	isp_neqa	0.45666666666666605	0.028806947219396
EleutherAI/pythia-1.4b	step128000	isp_pattern_matching_suppression	0.131652661064425	0.008950546913368001
EleutherAI/pythia-1.4b	step128000	isp_redefine	0.6688102893890671	0.013349171927409
EleutherAI/pythia-1.4b	step128000	isp_repetitive_algebra	0.708	0.014385511563477001
EleutherAI/pythia-1.4b	step128000	isp_resisting_correction	0.8897058823529411	0.0036556334468960004
EleutherAI/pythia-1.4b	step128000	isp_sig_figs	0.408336124802603	0.0034002813114400003
EleutherAI/pythia-1.4b	step128000	truthfulqa_mc1	0.239902080783353	0.014948812679062002
EleutherAI/pythia-1.4b	step128000	truthfulqa_mc2	0.396439329789778	0.014272205007905001
EleutherAI/pythia-2.8b	step143000	isp_hindsight_neglect	0.33333333333333304	0.026602896148920002
EleutherAI/pythia-2.8b	step143000	isp_into_the_unknown	0.491228070175438	0.011708730895408002
EleutherAI/pythia-2.8b	step143000	isp_memo_trap	0.782051282051282	0.013501716044358
EleutherAI/pythia-2.8b	step143000	isp_modus_tollens	0.9466019417475721	0.006397539103499001
EleutherAI/pythia-2.8b	step143000	isp_neqa	0.45666666666666605	0.028806947219396
EleutherAI/pythia-2.8b	step143000	isp_pattern_matching_suppression	0.039915966386554	0.0051822213740820005
EleutherAI/pythia-2.8b	step143000	isp_redefine	0.603697749196141	0.013873546159303002
EleutherAI/pythia-2.8b	step143000	isp_repetitive_algebra	0.553	0.015730176046009
EleutherAI/pythia-2.8b	step143000	isp_resisting_correction	0.8807189542483661	0.0037824014939840003
EleutherAI/pythia-2.8b	step143000	isp_sig_figs	0.38842896109489405	0.003371690306713
EleutherAI/pythia-2.8b	step143000	truthfulqa_mc1	0.215422276621787	0.014391902652427001
EleutherAI/pythia-2.8b	step143000	truthfulqa_mc2	0.35908297241157205	0.013578363764492
EleutherAI/pythia-1.4b	step16000	isp_hindsight_neglect	0.49523809523809503	0.028215352704267
EleutherAI/pythia-1.4b	step16000	isp_into_the_unknown	0.5021929824561401	0.011710420572631
EleutherAI/pythia-1.4b	step16000	isp_memo_trap	0.846153846153846	0.011799461366882001
EleutherAI/pythia-1.4b	step16000	isp_modus_tollens	0.766990291262135	0.012029524555432
EleutherAI/pythia-1.4b	step16000	isp_neqa	0.486666666666666	0.028905463615555002
EleutherAI/pythia-1.4b	step16000	isp_pattern_matching_suppression	0.5140056022408961	0.013230844680146
EleutherAI/pythia-1.4b	step16000	isp_redefine	0.6639871382636651	0.013397452312536001
EleutherAI/pythia-1.4b	step16000	isp_repetitive_algebra	0.629	0.015283736211823001
EleutherAI/pythia-1.4b	step16000	isp_resisting_correction	0.891339869281045	0.003631784023993
EleutherAI/pythia-1.4b	step16000	isp_sig_figs	0.37450351725128	0.003348180067362
EleutherAI/pythia-1.4b	step16000	truthfulqa_mc1	0.23745410036719702	0.014896277441041002
EleutherAI/pythia-1.4b	step16000	truthfulqa_mc2	0.41470407655350505	0.014844955256631001
EleutherAI/pythia-2.8b	step2000	isp_hindsight_neglect	0.549206349206349	0.028079660068225
EleutherAI/pythia-2.8b	step2000	isp_into_the_unknown	0.49342105263157804	0.011709519441788
EleutherAI/pythia-2.8b	step2000	isp_memo_trap	0.8803418803418801	0.010614290339929
EleutherAI/pythia-2.8b	step2000	isp_modus_tollens	0.949029126213592	0.00625845784395
EleutherAI/pythia-2.8b	step2000	isp_neqa	0.45666666666666605	0.028806947219396
EleutherAI/pythia-2.8b	step2000	isp_pattern_matching_suppression	0.698879551820728	0.012143931376762
EleutherAI/pythia-2.8b	step2000	isp_redefine	0.593247588424437	0.013933091675821001
EleutherAI/pythia-2.8b	step2000	isp_repetitive_algebra	0.353	0.015120172605483002
EleutherAI/pythia-2.8b	step2000	isp_resisting_correction	0.675517429193899	0.005463578689320001
EleutherAI/pythia-2.8b	step2000	isp_sig_figs	0.39130018662965904	0.0033761756401520003
EleutherAI/pythia-2.8b	step2000	truthfulqa_mc1	0.25458996328029304	0.015250117079156002
EleutherAI/pythia-2.8b	step2000	truthfulqa_mc2	0.47466632518753504	0.015487751581832002
EleutherAI/pythia-1.4b	step143000	isp_hindsight_neglect	0.42539682539682505	0.027900777694976002
EleutherAI/pythia-1.4b	step143000	isp_into_the_unknown	0.491228070175438	0.011708730895408002
EleutherAI/pythia-1.4b	step143000	isp_memo_trap	0.770299145299145	0.013756413071321002
EleutherAI/pythia-1.4b	step143000	isp_modus_tollens	0.0	0.0
EleutherAI/pythia-1.4b	step143000	isp_neqa	0.45666666666666605	0.028806947219396
